,text,n_tokens
787,"input1.toggleClass(""tmpInputClass"");는 tmpInputClass 클래스를 input1 요소에 추가하거나 제거합니다. trigger(type, array)는 컴포넌트에서 특정 이벤트를 발생시키며, type은 발생시킬 이벤트를, array는 이벤트 핸들러에 전달할 파라미터 배열을 나타냅니다. unbind(type, function)은 컴포넌트에서 이벤트를 제거하며, type은 제거할 이벤트를, function은 제거할 이벤트의 핸들러 함수를 나타냅니다. visible(flag)는 CSS visibility 속성을 설정합니다. 이 메서드는 show/hide 혹은 setStyle 사용을 권장합니다.",198
788,"WebSquare.uiplugin.inputCalendar는 Calendar와 InputBox를 조합한 복합 컴포넌트로, 사용자는 달력에서 날짜를 선택하거나 직접 입력할 수 있다. 유효성 검증(validCheck) 및 최소/최대 연도를 지정(minYear/maxYear)하는 기능을 제공하며, alt, autoFocus, buttonTitle, calendarClass, calendarDisplayFormat, calendarDisplayFormatFunc, calendarImage, calendarImageOver, calendarValueType, cancelButtonShow, caption, class, dateValidCheck, dateValidSet, dateValidSetCustom, dayMoveFixed, defaultDate, delimiter, disabled, disableDateValidSet, displayDayType, displayFormat, displayFormatFunc, displaymessage, dynamicHeaderOrder, editType, fixedDate, focusOnDateSelect, focusOnOuterDiv, footerDiv, handleIconClick, id, inputReadOnly, invalidMessageFunc, ioFormat, keepFixedDate, keepFocusSelect, keepInvalidDate, mandatory, maxYear, minYear, monthNames, monthNamesForYearMonthType, nextLastMonthDateSelect, nextTabID, outsideClickEvent, pickerType, placeholder, readOnly, ref, renderDiv, renderType, rightAlign, setCurrentDate, showPlaceHolderOnReadOnly, showToday, skipConfirm, skipConfirmOnly, summary, tabIndex, title, todaySelect 등의 속성이 있다.",309
789,"tooltipLocaleRef: 클라이언트 다국어 적용시 툴팁에 출력하는 텍스트의 key
topLayout: Today 및 닫기 버튼을 우측 상단으로 이동
type: HTML의 type 태그 속성과 동일
useAnchor: 앵커를 이용해 책갈피로 이동시킬 것인지 여부
useButton: 웹접근성 사용 시, '확인', '취소' 요소를 div태그에서 button태그로 변경
useCalendarTabIndex: useAnchor = false인 경우에도 달력에 tab키로 포커스 이동을 가능하게 할지에 대한 여부
userData1/2/3: 사용자 정의 데이터 속성
validateOnInput: 값을 직접 입력할 때 유효성에 어긋나는 값이 입력되지 않도록 하는 속성
validateOnInputMobile: 값을 직접 입력할 때 유효성에 어긋나는 값이 입력되지 않도록 하는 속성. 모바일 전용
validateRef: ref로 연동시에도 유효성 함수가 동작되도록 설정함
validator: 유효성 체크 함수 이름
visibleHourList: 시간이 표시되는 달력에서 시간 항목을 설정하는 속성
visibleMinList: 분이 표시되는 달력에서 분 항목을 설정하는 속성
visibleSecList: 초가 표시되는 달력에서 초 항목을 설정하는 속성
visibleWeekNum: 달력에 표시할 주(Week)의 개수를 설정
weekStartsOn: calendar의 시작 요일을 설정한다(0:일, 1:월, 2:화, 3:수, 4:목, 5:금, 6:토)
wmode: wmode를 사용하여 선택 항목 목록을 object 태그보다 상위에 표시
onblur: 포커스를 잃었을 때 발생하는 이벤트
onchange: component의 value가 변경되었을 때 발생하는 이벤트로 focus out 시점에 발생
onclick: 마우스로 inputcalendar를 클릭했을 때 발생
ondateselect: 날짜 선택 시 발생
onfocus: 포커스를 얻었을 때 발생
oniconclick: 달력 아이콘이 클릭되면 발생
onkeydown: 키보드에서 키를 눌렀을 때 발생
onkeypress: 키보드에서 키를 눌렀을 때(누르고 있는 동안에도) 발생
onkeyup: 키보드에서 키를 눌렀다 놓았을 때 발생
onmonthselect: 달력화면에서 월 변경시 발생
onviewchange: 키보드 또는 마우스 조작을 통해 값이 변경된 경우 발생
onyearselect: 달력화면에서 연도 변경시 발생
addClass: 컴포넌트에 CSS class를 추가
bind: 컴포넌트에 이벤트와 핸들러 함수를 동적으로 할당
blur: input에 포커스를 제거(blur)한다
changeClass: 웹스퀘어 컴포넌트의 class를 변경
disableAfterDate: 입력 받은 날짜 이후의 날짜들을 달력에서 선택 불가능하도록 제한
disableBeforeDate: 입력 받은 날짜 이전의 날짜들은 달력에서 선택 불가능하도록 제한
disableDate: 특정 날짜를 비활성화
disableValidate: disableBeforeDate 또는 disableAfterDate 속성/API등으로 캘린더의 날짜중 일부를 '비활성화' 처리 했을 경우
enableAllDate: disableAfterDate 및 disableBeforeDate API를 통해서 입력일 이전/이후 날짜 선택을 가능하도록 변경
enableDate: 특정 날짜를 활성화
focus: 입련란으로 포커스를 이동
getButtonTitle: 설정된 buttonTitle 값을 가져온다
getDataListInfo: 컴포넌트와 바인딩된 DataList를 반환
getDefaultDate: 현재 컴포넌트에 설정된 defaultDate를 반환
getDisabled: 현재 웹스퀘어 컴포넌트에 설정된 disabled 속성 값을 반환
getDisplayFormat: 현재 컴포넌트에 설정된 displayFormat을 반환
getDisplayValue: displayFormat이 적용된 날짜를 반환
getFormattedValue: formatStr의 패턴이 적용된 value를 반환하며 foramtStr의 값이 없는 경우 displayFormat속성에 적용된 패턴을 사용하여 value를 반환
getGenerator: 컴포넌트가 Generator에 의해 생성된 경우, 자신을 생성한 부모 Generator 객체를 반환
getID: 웹스퀘어 컴포넌트의 ID를 반환
getInitStyle: 컴포넌트의 초기 스타일을 반환
getIoFormat: 현재 컴포넌트에 설정된 ioFormat속성값을 반환
getNextTabID: nextTabID 속성의 설정 값을 반환
getOpacity: 웹스퀘어 컴포넌트의 불투명도를 반환
getOriginalID: 웹스퀘어 컴포넌트의 originalID를 반환
getPluginName: 웹스퀘어 컴포넌트의 이름(pluginName)을 반환
getPosition: 웹스퀘어 컴포넌트의 위치(left, top)를 반환
getReadOnly: 현재 웹스퀘어 컴포넌트에 설정된 readOnly 속성 값을 반환
getScope: scope=""true""인 WFrame의 자식 컴포넌트인 경우, 부모 WFrame 객체를 반환
getScopeWindow: scope=""true""인 WFrame의 자식 컴포넌트인 경우, 부모 WFrame 객체를 반환
getSize: 웹스퀘어 컴포넌트의 크기(width, height)를 반환
getStyle: 웹스퀘",1604
790,"웹스퀘어 컴포넌트의 다양한 기능들을 설명하는데, removeHoliday( ), select( ), setButtonTitle( ), setCalendarValueType( ), setDefaultDate( ), setDisabled( ), setDisplayFormat( ), setEventPause( ), setHoliday( ), setHolidayRef( ), setInitStyle( ), setInputReadOnly( ), setIoFormat( ), setMaxYear( ), setMinYear( ), setNextTabID( ), setOpacity( ), setPlaceholder( ), setPosition( ), setReadOnly( ), setRef( ), setSkin( ), setStyle( ), setUserData( ), setValue( ), setValueCancel( ), show( ), toggleClass( ), trigger( ), unbind( ), unbindRef( ), validate( ), validateObject( ), visible( ) 등이 있다. 이들은 각각 컴포넌트의 속성값을 설정하거나 컴포넌트의 동작을 제어하는데 사용된다. 또한, alt, autoFocus, buttonTitle, calendarClass, calendarDisplayFormat, calendarImage, calendarImageOver, calendarValueType, cancelButtonShow, caption, class, dateValidCheck, dateValidSet, dateValidSetCustom, dayMoveFixed, defaultDate, delimiter, disabled, disableDateValidSet 등의 속성값들도 설명되어 있다. 이들은 각각 컴포넌트의 외형이나 동작에 영향을 미치는데 사용된다.",344
791,"기본 값인 ""false""는 비활성화된 날짜 값이 입력됩니다. ""disableBeforeDate""와 ""disableAfterDate""는 관련 API입니다. ""displayDayType""는 calendar의 요일 부분을 image 또는 text로 표현할지 설정합니다. ""displayFormat""은 input에 표현될 년월일에 대한 format으로 delimiter속성은 무시됩니다. ""displayFormatFunc"" 함수명을 입력받아 해당 함수의 return값으로 displayFormat을 설정합니다. ""validate()"" 함수를 통해 검증 결과가 실패일 경우, 메세지를 표시합니다. ""editType""은 사용자가 컴포넌트 클릭 시 결과 동작을 지정합니다. ""fixedDate""는 calendar의 하단에 표현되는 날짜를 사용자가 선택한 날짜가 아닌 현재일로 고정하여 표현할지의 속성입니다. ""focusOnDateSelect""은 모바일에서 달력의 날짜 선택시 input에 focus를 줄지 여부를 설정합니다. ""focusOnOuterDiv""는 calendar 외부 div에 tabindex와 포커스를 줄지 여부를 설정합니다. ""footerDiv""는 calendar의 선택된 날짜등이 있는 하위 영역을 table Tag가 아닌 div Tag로 표현할지 여부입니다. ""inputReadOnly""는 읽기 전용 설정을 합니다. ""invalidMessageFunc""은 검증 결과가 실패일 경우, 결과 메시지를 동적으로 표시할 사용자 정의 함수 이름입니다. ""mandatory""는 필수 선택 적용 여부를 설정합니다. ""maxYear""는 calendar에 표시되는 최대연도를 설정합니다. ""minYear""는 calendar에 표시되는 최소연도를 설정합니다. ""monthNames""는 calendar의 월에 해당하는 selectbox에 display값을 설정하는 기능입니다. ""nextLastMonthDateSelect""는 달력에서 다음달과 이전달 날짜를 클릭할 경우 바로 선택된 날짜를 설정합니다. ""pickerType""은 클릭할 경우 현재 날짜로 이동하는 Today 버튼 표시 여부를 설정합니다. ""placeholder""는 HTML5의 placeholder와 동일한 기능을 제공합니다. ""readOnly""는 readonly의 여부로 HTML의 readonly속성과 동일한 기능을 제공합니다. ""ref""는 DataCollection의 value 경로를 설정합니다. ""renderDiv""는 calendar를 div로 구성할지의 여부를 설정합니다. ""setCurrentDate""는 날짜 input 현재일 출력 유무를 설정합니다. ""showPlaceHolderOnReadOnly""는 읽기전용 모드에서도 placeholder 속성으로 지정된 값을 표시할지 여부를 설정합니다. ""showToday""는 클릭할 경우 현재 날짜로 이동하는 Today 버튼 표시 여부를 설정합니다.",731
792,"옵션 설명:
- default: true/false
- todaySelect: true/false
- skipConfirm: true/false
- skipConfirmOnly: true/false
- validateOnInput: true/false
- validateOnInputMobile: true/false
- validateRef: ref
- validator: function
- visibleHourList: 시간 목록
- visibleMinList: 분 목록
- visibleSecList: 초 목록
- visibleWeekNum: 주(Week) 개수
- weekStartsOn: 시작 요일
- wmode: true/false
- yearSuffix: 연도 selectbox의 문자열
기본 값:
- todaySelect: false
- skipConfirm: false
- skipConfirmOnly: false
- validateOnInput: false
- validateOnInputMobile: false
- wmode: false
속성:
- summary: HTML의 table Tag의 summary 속성과 동일한 기능을 제공한다.
- tabIndex: Tab 키를 이용하여 포커스를 변경할 경우, 해당 컴포넌트에 포커스를 주는 순서.
- title: HTML의 title 속성과 동일.
- tooltip: 마우스 오버 시, title로 저장한 값이 툴팁으로 표시됨.
- tooltipLocaleRef: tooltip 문구가 정의되어 있을 경우 클라이언트 다국어 적용시 툴팁에 출력하는 텍스트의 key.
- topLayout: Today 및 닫기 버튼을 우측 상단으로 이동.
- type: HTML의 type 태그 속성과 동일.
- useAnchor: 앵커를 이용해 책갈피로 이동시킬 것인지 여부.
- useButton: 웹접근성 사용 시, '확인', '취소' 요소를 div태그에서 button태그로 변경.
- useCalendarTabIndex: useAnchor = false인 경우에도 달력에 tab키로 포커스 이동을 가능하게 할지에 대한 여부.
- userData1~3: 사용자 정의 데이터 속성.
- validCheck: 입력된 날짜의 유효성을 확인하여 유효하지 않은 날짜가 입력될 경우 alert을 표시.
- wmode: 선택 항목 목록을 object 태그보다 상위에 표시.
- yearSuffix: 연도 selectbox의 display되는 값의 숫자(연도) 뒤에 들어갈 문자열.",601
793,"이벤트에 대한 설명이 제공되며, onblur, onchange, onclick, onfocus, oniconclick, onkeydown, onkeypress, onkeyup, onmonthselect, onviewchange, onyearselect 이벤트에 대한 파라미터와 예시가 제공된다. 또한, addClass, bind, blur, changeClass, disableAfterDate, disableBeforeDate, disableDate, disableValidate, enableAllDate, enableDate, focus, getButtonTitle, getDataListInfo, getDefaultDate 메소드에 대한 설명과 예시가 제공된다.",135
794,"inputCalendar1 컴포넌트의 다양한 속성과 메소드를 설명하는 문서입니다. defaultDate, disabled, displayFormat, displayValue, formattedValue, generator, ID, initStyle, ioFormat, nextTabID, opacity, originalID, pluginName, position, readOnly, scope, scopeWindow, size 등의 속성과 메소드가 소개됩니다. 각각의 속성과 메소드는 어떤 값을 반환하는지와 예시 코드가 함께 제공됩니다.",129
795,"getSize( ) : 컴포넌트의 크기 값을 반환한다. width, height 등의 값을 반환하며, %로 설정된 경우 픽셀로 변환된 값을 반환한다.
getStyle( propertyName ) : 웹스퀘어 컴포넌트의 CSS 속성 값을 반환한다.
getUserData( key ) : 웹스퀘어 컴포넌트에 설정한 key의 value를 반환한다.
getValue( ) : input에 입력된 value를 구분자 없이 반환한다.
hasClass( className ) : 웹스퀘어 컴포넌트가 특정 class를 포함하고 있는지 확인한다.
hide( ) : 웹스퀘어 컴포넌트를 화면에서 숨긴다.
emoveClass( className ) : 웹스퀘어 컴포넌트에서 class를 삭제한다.
select( ) : input에 입력된 값을 select한다.
setButtonTitle( ) : buttonTitle 값을 설정한다.
setCalendarValueType( calendarValueType, options ) : calendarValueType과 displayFormat 및 ioFormat속성을 동적으로 변경한다.
setDefaultDate( dateStr ) : defaultDate 속성을 설정한다.
setDisabled( disabled ) : 컴포넌트의 disabled 속성을 설정한다.
setDisplayFormat( format ) : 컴포넌트의 displayFormat속성을 설정한다.
setEventPause( evList, flag ) : 지정한 이벤트를 중단한다.",359
796,"input1.setEventPause(""onclick"", true); // (예제 2) // onfocus 및 onblur 이벤트의 중단을 해제. input1.setEventPause(""onfocus,onblur"", false); // (예제 3) // input1에 등록된 모든 사용자 이벤트를 중단. input1.setEventPause(null, true); 
setHoliday( dateStr , removeHoliday ) : 특정 날짜에 holiday를 지정한다. 전체 연도에 적용시에는 inputCalendar1.setHoliday(""*0815"");로 설정한다.
setHolidayRef( setHolidayRef ) : holidayRef 속성을 설정하는 기능으로 DataCollection과 연동시 ""data:""라는 prefix를 꼭 붙여야한다.
setInitStyle( property ) : 컴포넌트의 초기 스타일을 복구한다. initStyle 속성을 true로 설정한 컴포넌트만 유효하게 동작한다.
setInputReadOnly( readOnly ) : 인자로 넘겨받은 boolean값에 따라 inputbox만을 readOnly할 수 있다.
setIoFormat( ioFormat , displayFormat ) : inputCalendar의 ioFormat 및 displayFormat속성을 설정한다.
setMaxYear( maxYear ) : calendar의 maxYear를 동적으로 설정한다.
setMinYear( minYear ) : calendar의 minYear를 동적으로 설정한다.
setNextTabID( componentID , componentScope ) : nextTabID 속성을 설정.
setOpacity( value ) : 웹스퀘어 컴포넌트의 불투명도를 설정.
setPlaceholder( placeholderStr ) : placeholder 속성값을 변경한다.
setPosition( left , top , mode ) : 웹스퀘어 컴포넌트의 위치(left, top)를 설정.
setReadOnly( readOnly ) : readOnly 속성값을 설정한다.
setRef( ref ) : ref 속성을 설정.
setSkin( skin ) : calendar의 skin을 설정한다.
setStyle( propertyName , value ) : 웹스퀘어 컴포넌트의 CSS 속성을 설정.
setUserData( key , value ) : 웹스퀘어 컴포넌트에 임의의 데이터를 설정.
setValue( value ) : 컴포넌트의 value를 설정한다.
setValueCancel( ) : inputCalendar에 값이 입력 중인 상태일 때, 입력 중인 값을 무시하고 이전 값으로 되돌리는 함수.
show( displayType ) : 웹스퀘어 컴포넌트를 화면에 표시.
toggleClass( className ) : 웹스퀘어 컴포넌트에서 특정 class를 제거하거나 추가.",662
797,"웹스퀘어 컴포넌트는 파라미터로 주어진 class를 추가하거나 삭제할 수 있습니다. 만약 컴포넌트에 이미 해당 class가 존재한다면, 삭제하고, 없다면 추가합니다. 기본적으로 addClass를 통해 추가된 class만 삭제 가능합니다. 만약 직접 정의된 class를 삭제하려면 config.xml 파일에 설정을 추가해야 합니다. trigger 함수는 특정 이벤트를 발생시키며, unbind 함수는 이벤트를 제거합니다. unbindRef 함수는 ref 바인딩을 해제하며, validate 함수는 컴포넌트의 유효성 검사를 실행합니다. visible 함수는 CSS visibility 속성을 설정합니다. 이 함수는 show/hide 혹은 setStyle 사용을 권장합니다.",220
798,"80 WebSquare 가이드 디자인 가이드 OPS 파트 01.html.
파트 I. 들어가기 전에
1. CSS 기본 문법
2. 개발자 도구로 WebSquare 컴포넌트 구조 파악 및 CSS 적용하기
3. stylesheet.css
4. config.xml
5. websquare.html
6. Context Root
7. 외부 CSS 파일 참조하기",108
799,"stylesheet.css는 웹스퀘어 엔진 내에서 기본으로 삽입되는 CSS 클래스의 기본 설정이 포함된 파일입니다. 이 파일은 로컬 엔진 사용 시 websquare(웹스퀘어 설치 폴더)\plugins\com.inswave.websquare.webapp.engine_1.0.0.xxxxxxxxxxxx\websquare\skin\stylesheet.css에 위치합니다. 그러나 프로젝트의 빌드 및 운영 환경에서는 별도의 위치에 있으므로 수정이 필요한 경우 프로젝트의 담당자와 상의해야 합니다. 로컬 엔진에서 파일을 수정하면 모든 웹스퀘어 프로젝트에 영향을 미치므로, 부득이한 경우가 아니면 새로운 CSS 파일을 생성하여 기존 stylesheet.css에서 설정한 스타일을 오버라이드하는 것이 권장됩니다.",250
800,"WebSquare에서 컴포넌트를 Design View에서 그리면 XML 코드가 생성됩니다. XML 파일을 미리보기 탭에서 확인하면 파싱되기 전의 소스로 파싱된 HTML을 확인할 수 없습니다. 이때, 개발자 도구를 이용하면 WebSquare 컴포넌트가 파싱된 HTML 구조 파악이 가능하며, WebSquare 엔진 내부에서 기본적으로 들어가는 CSS class 파악을 할 수 있어 CSS 설계가 손쉬워집니다. 개발자 도구는 각 브라우저에서 모두 제공됩니다. 개발자 도구를 이용하여 CSS를 적용하려면, 파싱된 엘리먼트 중 CSS 속성을 변경하고 싶은 요소를 선택합니다. SelectBox 컴포넌트는 기본적으로 <table>로 파싱되어 있고, 해당 아이템의 이름, 화살표가 서로 다른 td의 다른 클래스가 적용되어 있습니다. WebSquare에서는 관련 CSS Class를 제공하므로, 마우스 오버시에는 '_over', '_select'와 같은 클래스를 사용하는 것이 수월합니다. 컴포넌트 자기 자신의 마크업은 div가 될 확률이 많으므로, SelectBox 자기 자신에 적용할 CSS Class를 만들어서 사용하는 것이 좋습니다. 이 방법은 각각의 컴포넌트의 디자인을 위해서 사용하는 것이 수월하고, 해당 컴포넌트가 모두 공통의 디자인을 적용해야 한다면 기본 제공 Class selector를 추가한 CSS 파일에서 재정의하여 사용하는 것이 더 작업이 수월합니다.",494
801,"14장. 전체 버튼
• 화면에 사용되는 버튼을 생성한다.
14.1.1 검색_Table 버튼
그림 14-1에서는 검색, 추가, 삭제 버튼을 추가하는 방법을 설명한다.
1.1. 검색버튼_아이콘: 검색 영역 table 컬럼 내 검색(아이콘)버튼을 추가한다.
1.2. 추가버튼_아이콘: 검색 영역 table 컬럼 내 추가(아이콘)버튼을 추가한다.
1.3. 삭제버튼_아이콘: 검색 영역 table 컬럼 내 삭제(아이콘)버튼을 추가한다.
2.1. 공통버튼: 검색 영역 table 컬럼 내 공통버튼을 추가한다.
그림 14-2에서는 검색버튼_아이콘, 그림 14-3에서는 추가버튼_아이콘, 그림 14-4에서는 삭제버튼_아이콘, 그림 14-5에서는 공통버튼이 표시된다.
14.1.2 공통버튼
그림 14-6에서는 인쇄, 도움말, 즐겨찾기 버튼을 추가하는 방법을 설명한다.
1.1. 공통버튼 - 인쇄: 페이지 내 상단 공통버튼인 인쇄(아이콘)버튼을 추가한다.
1.2. 공통버튼 - 도움말: 페이지 내 상단 공통버튼인 도움말(아이콘)버튼을 추가한다.
1.3. 공통버튼 - 즐겨찾기: 페이지 내 상단 공통버튼인 즐겨찾기(아이콘)버튼을 추가한다.
2.1. 모듈제어버튼 - 공통: 공통 그리드와 table 상단 영역에 공통버튼을 추가한다.
2.2. 모듈제어버튼 - 엑셀: 엑셀 그리드와 table 상단 영역에 엑셀버튼을 추가한다.
2.3. 모듈제어버튼 - 행추가,행삭제: 그리드와 table 상단 영역에 행추가, 행삭제버튼을 추가한다.
3.1. 전체제어버튼 영역: 페이지 내 하단 전체제어버튼 영역을 추가한다.
그림 14-7에서는 공통버튼 - 인쇄, 그림 14-8에서는 공통버튼 - 도움말, 그림 14-9에서는 공통버튼 - 즐겨찾기, 그림 14-10에서는 모듈제어버튼 - 공통, 그림 14-11에서는 모듈제어버튼 - 엑셀, 그림 14-12에서는 모듈제어버튼 - 행추가,행삭제, 그림 14-13에서는 전체제어버튼 영역이 표시된다.",838
802,"컴포넌트 15. 컴포넌트 15.1 컴포넌트
- 자주 사용하는 폼 형태를 생성할 때 사용한다.
- 기본 컴포넌트: input, 필수 input, selectbox, 필수 selectbox, inputCalender, 필수 inputCalender, 라디오박스, 체크박스, input + 검색버튼, input + text
- 유동 컴포넌트: input 100%, selectbox 100%, textarea 100%",139
803,"WebSquare.uiplugin.fwBulletChart는 FusionWidget에 포함된 7종의 차트 중 하나로, 실제 차트에 보여줄 값과 스타일 옵션들이 하나로 결합되어 있는 형태입니다. WebSquare5는 차트를 쉽게 Customizing 할 수 있도록 API를 지원하며, 각 차트에 대한 자세한 내용은 FusionCharts 공식 홈페이지에서 확인 가능합니다. fwBulletChart의 Property와 Event Method는 chartType, id, ref, targetNode, valueNode, version 등이 있으며, addClass, bind, changeClass, draw, exportJSChart, fc, focus, getChartAttribute, getDataListInfo, getDisabled, getGenerator, getID, getInitStyle, getJSONData, getOpacity, getOriginalID, getPluginName, getPosition, getReadOnly, getScope, getScopeWindow, getSize, getStyle, getStyleValue, getSVGString, getTitle, getUdcHome, getUdcRoot, getUserData, setValue, hasClass, hide, removeClass, setChartAttribute, setDisabled, setEventPause, setInitStyle, setJSONData, setOpacity, setPosition, setReadOnly, setRef, setSize, setStyle, setUserData, show, toggleClass, trigger, unbind, unbindRef, visible 등이 있습니다.",313
804,"웹스퀘어 컴포넌트의 class 속성에서 직접 정의된 class를 삭제하려면 config.xml 파일에 <removeDefaultClass value=""true"" /> 설정을 추가해야 합니다. 또한, fwBulletChart를 화면에 출력하려면 fwFunnelChart1.draw()를 사용하고, fwBulletChart를 jpg, png, pdf 형식으로 export하려면 fwBulletChart.exportJSChart(""jpg"")를 사용합니다. 웹스퀘어 컴포넌트에 포커스를 주려면 focus()를 사용하고, fwBulletChart의 attribute 값을 반환하려면 getChartAttribute(""caption"")를 사용합니다. 또한, 컴포넌트와 바인딩된 DataList를 반환하려면 getDataListInfo()를 사용하고, 현재 웹스퀘어 컴포넌트에 설정된 disabled 속성 값을 반환하려면 getDisabled()를 사용합니다. 웹스퀘어 컴포넌트의 위치(left, top)를 반환하려면 getPosition(""left"") 또는 getPosition(""top"")을 사용하고, 크기(width, height)를 반환하려면 getSize(""width"") 또는 getSize(""height"")를 사용합니다. 마지막으로, 웹스퀘어 컴포넌트의 이름(pluginName)을 반환하려면 getPluginName()을 사용합니다.",357
805,"getStyle( propertyName ) : 웹스퀘어 컴포넌트의 CSS 속성 값을 반환하는 함수입니다. Parameter로 propertyName을 입력하면 해당 CSS 속성 값을 반환합니다.
getStyleValue( style ) [deprecated] : getStyle 함수를 사용하는 것을 권장합니다. 웹스퀘어 컴포넌트에 적용된 해당 CSS 속성 값을 반환합니다.
getSVGString( ) : 차트로부터 SVG를 string 형태로 반환하는 함수입니다.
getTitle( ) : 컴포넌트의 title 속성 값을 반환하는 함수입니다.
getUdcHome( ) : UDC 객체가 자신을 정의한 UDC 파일 경로를 파일명을 포함해서 반환하는 함수입니다.
getUdcRoot( ) : UDC 객체가 자신을 정의한 UDC 파일 경로를 반환하는 함수입니다.
getUserData( key ) : 웹스퀘어 컴포넌트에 설정한 key의 value 혹은 사용자가 직접 페이지 소스(XML)에 속성으로 정의한 value를 반환하는 함수입니다.
getValue( ) : fwBulletChart에 target,value 값을 객체로 반환하는 함수입니다.
hasClass( className ) : 웹스퀘어 컴포넌트가 특정 class를 포함하고 있는지 확인하는 함수입니다.
hide( ) : 웹스퀘어 컴포넌트를 화면에서 숨기는 함수입니다.
emoveClass( className ) : 웹스퀘어 컴포넌트에서 class를 삭제하는 함수입니다.
setChartAttribute( options ) : fwBulletChart의 attribute의 value값을 변경하는 함수입니다.
setDisabled( disabled ) : 웹스퀘어 컴포넌트의 disabled 속성을 설정하는 함수입니다.
setEventPause( evList , flag ) : 지정한 이벤트를 중단하는 함수입니다.
setInitStyle( property ) : 컴포넌트의 초기 스타일을 복구하는 함수입니다.
setJSONData( json ) : 지정된 json 객체로 fwBulletChart의 차트 데이터를 설정하는 함수입니다.
setOpacity( value ) : 웹스퀘어 컴포넌트의 불투명도를 설정하는 함수입니다.
setPosition( left , top , mode ) : 웹스퀘어 컴포넌트의 위치(left, top)를 설정하는 함수입니다.
setReadOnly( readOnly ) : 웹스퀘어 컴포넌트의 readOnly 속성을 설정하는 함수입니다.
setRef( dataList , targetNode , valueNode ) : fwBulletChart에 dataList를 바인딩하는 함수입니다.",645
806,"fwBulletChart.setRef(""data:dataList1"",""targetNode"",""valueNode""); : fwBulletChart에 데이터를 설정합니다.
setSize( width , height ) : 웹스퀘어 컴포넌트의 크기를 설정합니다.
setStyle( propertyName , value ) : 웹스퀘어 컴포넌트의 CSS 속성을 설정합니다.
setUserData( key , value ) : 웹스퀘어 컴포넌트에 임의의 데이터를 설정합니다.
setValue( value ) : fwBulletChart에 value값을 설정합니다.
show( displayType ) : 웹스퀘어 컴포넌트를 화면에 표시합니다.
toggleClass( className ) : 웹스퀘어 컴포넌트에서 특정 class를 제거하거나 추가합니다.
trigger( type , array ) : 컴포넌트에서 특정 이벤트를 발생시킵니다.
unbind( type , function ) : 컴포넌트에서 이벤트를 제거합니다.
unbindRef( ) : ref 바인딩을 해제합니다.
visible( flag ) : [deprecated] show/hide 혹은 setStyle 사용을 권장합니다. 엔진 내부적으로 CSS visibility 속성을 설정합니다.",316
807,"WebSquare.uiplugin.tableLayout.th는 테이블 레이아웃의 TH를 나타내는 컴포넌트이다. HTML의 class 속성과 동일한 기능을 제공하며, CSS 파일이나 style 블럭에 정의한 여러 개의 class를 공백으로 구분하여 적용 가능하다. 컴포넌트 ID는 전역 객체로 할당되며, Script에서 해당 컴포넌트에 접근 가능하다. 이 컴포넌트의 CSS를 제어하기 위해 class 속성을 이용할 수 있다. 이 컴포넌트의 자세한 이벤트와 메소드는 문서에서 확인할 수 있다.",193
808,"WebSquare.uiplugin.upload는 파일을 서버에 업로드할 수 있는 기능을 제공하는 컴포넌트이다. accept 속성, action 속성, class 속성, clickOpenFileDialog 속성, disabled 속성, id 속성, imageClass 속성, imageStyle 속성, inputClass 속성, inputStyle 속성 등을 제공한다. 또한, 파일 업로드 끝날시 발생하는 ondone 이벤트와 입력창의 값이 변할때 발생하는 onInputValueChange 이벤트, addClass(), addParam(), bind(), changeClass(), changeFormAction(), focus(), getActionUrl(), getDisabled(), getGenerator(), getID(), getInitStyle(), getOpacity(), getOriginalID(), getPluginName(), getPosition(), getReadOnly(), getScope(), getScopeWindow(), getSize(), getStyle(), getStyleValue(), getSubDir(), getTitle(), getUdcHome(), getUdcRoot(), getUserData(), getValue(), hasClass(), hide(), removeClass(), reset(), setCallback(), setDisabled(), setEventPause(), setInitStyle(), setOpacity(), setPosition(), setReadOnly(), setSize(), setStyle(), setSubDir(), setUserData(), show(), submit(), toggleClass(), trigger(), unbind(), visible() 등의 메소드와 속성을 제공한다.",303
