,유형,component,name,description,parameter,return,exception,sample,built since,built last
5690,method,WebSquare.uiplugin.treeview,getStyle,웹스퀘어 컴포넌트의 CSS 속성 값을 반환. (웹스퀘어 컴포넌트 공통.),propertyName	String	Y	반환할 CSS 속성,String	CSS 속성 값,,"<xmp  class='js sample'>//아래와 같이 input 컴포넌트가 정의 된 경우
<xf:input id=""input1"" style=""position: relative;width: 144px;height: 21px;""></xf:input>

// (예제) 위의 inputBox 컴포넌트의 width 값을 확인   
var returnValue = input1.getStyle(""width"");

// (반환 값) ""144px""</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5691,method,WebSquare.uiplugin.treeview,getStyleValue,[deprecated]<br />getStyle 사용 권장.<br />웹스퀘어 컴포넌트에 적용된 해당 CSS 속성 값을 반환.,style	String	Y	반환하려는 CSS 속성.,"String	style 해당 CSS 속성 값 (색을 반환하는 경우, HexCode로 반환됨.)",,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5692,method,WebSquare.uiplugin.treeview,getTitle,컴포넌트의 title 속성 값을 반환. (웹스퀘어 컴포넌트 공통.),,String	title 속성 값.,,"<xmp  class='js sample'>// 아래와 같이 input 컴포넌트의 title 속성이 ""이름 입력""으로 정의된 경우
<xf:input id=""input1"" style=""position: relative;width: 144px;height: 21px;"" title=""이름 입력""></xf:input>

var tmpTitle = input1.getTitle();
// (반환 값 예시) ""이름 입력""</xmp>",2.0_1.2639A.20121231.165520,5.0_5.4811B.20230203.095105
5693,method,WebSquare.uiplugin.treeview,getUdcHome,UDC 객체가 자신을 정의한 UDC 파일 경로를 파일명을 포함해서 반환. (웹스퀘어 컴포넌트 공통.)<br />파일명은 마지막 .xml까지 포함. .xml을 제외한 경로는 getUdcRoot를 사용해서 반환.<br />UDC 객체가 아닌 컴포넌트에서 호출된 경우에는 undefined가 반환됨.,,"String	UDC 파일 경로. (UDC가 아닌 경우, undefined가 반환됨.)",,"<xmp  class='js sample'>// 예제
// UDC 파일 경로는 /a/b/udc.xml 
// 화면 XML은  /a/c/main.xml 
// UDC 객체의 ID는 udc1
  
udc1.getUdcHome(); 
// (실행 결과) /a/b/udc.xml</xmp>",5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
5694,method,WebSquare.uiplugin.treeview,getUdcRoot,UDC 객체가 자신을 정의한  UDC 파일 경로를 반환. (웹스퀘어 컴포넌트 공통.)<br />파일명을 포함하지 않음. 파일명을 포함한 경로는 getUdcHome을 사용해서 반환.<br />UDC 객체가 아닌 컴포넌트에서 호출된 경우에는 undefined가 반환됨.,,"String	UDC 파일 경로. (UDC가 아닌 경우, undefined가 반환됨.)",,"<xmp  class='js sample'>// 예제
// UDC 파일 경로는 /a/b/udc.xml 
// 화면 XML은  /a/c/main.xml 
// UDC 객체의 ID는 udc1
  
udc1.getUdcHome();    
// (실행 결과) /a/b/</xmp>",5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
5695,method,WebSquare.uiplugin.treeview,getUserData,setUserData로 웹스퀘어 컴포넌트에 설정한 key의 value 혹은 사용자가 직접 페이지 소스(XML)에 속성으로 정의한 value를 반환. (웹스퀘어 컴포넌트 공통.),key	String	Y	데이터의 key,String	key에 해당하는 value,,"<xmp  class='js sample'>// Input 컴포넌트에 사용자 속성(setTest)을 설정하는 예제
<xf:input id=""input1"" style=""position: relative;width: 144px;height: 21px;"" setTest=""Hello""></xf:input>

// 위에서 설정한 setTest을 값을 반환하는 예제. 
input1.getUserData(""setTest"");
// (반환 값) ""Hello""

//setUserData를 통해 'valueTest'(key)와 'WebSquare'(data)로 설정하는 예제. 
input1.setUserData(""valueTest"",""WebSquare"");

// 위에서 설정한 setTest을 값을 반환하는 예제. 
input1.getUserData(""WebSquare"");
// (반환 값) ""WebSquare""</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5696,method,WebSquare.uiplugin.treeview,getXPathByValue,value에 해당하는 노드의 XPath를 반환한다.<br />본 기능은 데이터를 InstanceData로 연동하거나 XML로 데이터를 제어할 때 사용한다.<br />DataList와 연동된 경우 DataList의 baseNode와 repeatNode속성값을 참조하여 XPath를 반환한다.,value	String	Y	노드의 value,String	Xpath,,"<xmp  class='js sample'>//DataList와 연동된 경우의 반환값 확인하기

//1. DataList 정의
//baseNode 속성은 ""list""로 repeatNode속성은 ""map""으로 설정
<w2:dataList id=""dc_menu"" baseNode=""list"" repeatNode=""map"">
    <w2:columnInfo>
        <w2:column id=""depth"" name=""depth"" dataType=""text""></w2:column>
        <w2:column id=""label"" name=""label"" dataType=""text""></w2:column>
        <w2:column id=""value"" name=""value"" dataType=""text""></w2:column>
    </w2:columnInfo>
    <w2:data xmlns="""" use=""true"">
        <w2:row>
            <depth><![CDATA[1]]></depth>
            <label><![CDATA[메뉴1]]></label>
            <value><![CDATA[menu1]]></value>
        </w2:row>
        <w2:row>
            <depth><![CDATA[2]]></depth>
            <label><![CDATA[메뉴1-1]]></label>
            <value><![CDATA[menu1-1]]></value>
        </w2:row>
        <w2:row>
            <depth><![CDATA[1]]></depth>
            <label><![CDATA[메뉴2]]></label>
            <value><![CDATA[menu2]]></value>
        </w2:row>
    </w2:data>
</w2:dataList>

//2. TreeView 정의 - 필요 없는 항목들은 삭제 처리
<w2:treeview dataType=""listed"" id=""treeview1"" style=""position: relative;width: 200px;height: 400px;"">
    <w2:itemset nodeset=""data:dc_menu"">
        <w2:label ref=""label""></w2:label>
        <w2:value ref=""value""></w2:value>
        <w2:depth ref=""depth""></w2:depth>
    </w2:itemset>
</w2:treeview>

//value가 ""menu1-1""인 노드의 XPath 꺼내오기
var tmpRs = treeview1.getXPathByValue(""menu1-1"");
//return 예시 ) ""list/map[value='menu1-1']""</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5697,method,WebSquare.uiplugin.treeview,hasClass,웹스퀘어 컴포넌트가 특정 class를 포함하고 있는지 확인. (웹스퀘어 컴포넌트 공통.),className	String	Y	검색할 class 이름,Boolean	class의 포함 여부,,"<xmp  class='js sample'>// inputBox 컴포넌트에 class가 속성으로 직접 정의됨.
<xf:input id=""input1"" style=""position: relative;width: 144px;height: 21px;"" class=""tmpInputClass""></xf:input>
        
var returnValue = input1.hasClass(""tmpInputClass"");
// (반환 값) true</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5698,method,WebSquare.uiplugin.treeview,hide,웹스퀘어 컴포넌트를 화면에서 숨김. (웹스퀘어 컴포넌트 공통.)<br />display:none; 및 visibility:hidden; CSS를 적용.,,	,,"<xmp  class='js sample'>// (예제) 컴포넌트를 숨김
componentId.hide();</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5699,method,WebSquare.uiplugin.treeview,isLeaf,선택된 노드가 leaf인지(자식노드가 없는지)의 여부를 반환한다.,,"boolean	[true,false]leaf인지의 여부",,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5700,method,WebSquare.uiplugin.treeview,isOpen,"초기에 각 노드에 설정된 index를 기반으로 해당 index에 상응하는 노드가 열려있는지 닫혀있는지 여부를 반환한다.<br />자식 노드들이 보여져 있는 상태면 true를, 자식 노드들이 숨겨져 있는 상태면 false를 각각 리턴한다. 자식이 없는 노드의 경우 false를 리턴한다.",index	String	Y	초기 로딩 시 할당 된 노드의 index,Node	index에 해당하는 Node의 open 여부,,"<xmp  class='js sample'>//로딩 후 노드의 이동이 없고 첫번째 노드를 선택 할 경우
 var node1 = treeview1.isOpen(1);
 index가 1인 Node의 open 여부를 얻을 수 있다.</xmp>",5.0_1.2057A.20160219.165646,5.0_5.4811B.20230203.095105
5701,method,WebSquare.uiplugin.treeview,notifyDataChanged,treeview와 dataList를 전체적으로 동기화한다.,,	,,,5.0_1.2523B.20170220.174832,5.0_5.4811B.20230203.095105
5702,method,WebSquare.uiplugin.treeview,removeClass,"웹스퀘어 컴포넌트에서 class를 삭제. (웹스퀘어 컴포넌트 공통.)<br />기본적으로 addClass를 통해 추가된 class만 삭제 가능. <br />컴포넌트의 속성으로 직접 정의된 class를 삭제하기 위해서는 config.xml 파일에 아래 설정을 추가해야 함. 
<xmp  class='js sample'> // config.xml 파일에 아래 설정 추가 
 <style><removeDefaultClass value=""true"" /></style></xmp>",className	String	Y	삭제 할 class명,	,,"<xmp  class='js sample'>// inputBox의 속성으로 class가 직접 정의된 경우,
<xf:input id=""input1"" style=""position: relative;width: 144px;height: 21px;"" class=""tmpInputClass""></xf:input>

// config.xml 파일에 아래 항목을 추가.
<style>
    <removeDefaultClass value=""true"" />
</style>

// removeClass를 통해 삭제 가능. 
input1.removeClass(""tmpInputClass"");</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5703,method,WebSquare.uiplugin.treeview,removeNode,노드 객체를 기반으로 노드(자식노드 포함)를 삭제한다.,node	Object	Y	노드 객체,	,,"<xmp  class='js sample'>//선택된 노드를 삭제할 경우
var tmpObj = treeview1.getSelectedNode();
treeview1.removeNode(tmpObj);

//노드의 value가 ""m1-1""인 노드를 삭제할 경우
var tmpObj1 = treeview1.findNodeByValue(""m1-1"");
treeview1.removeNode(tmpObj1);</xmp>",2.0_1.2639A.20121231.165520,5.0_5.4811B.20230203.095105
5704,method,WebSquare.uiplugin.treeview,removeNodeList,노드 객체를 기반으로 다건의 노드(자식노드 포함)를 삭제한다. <br />삭제 후 컴포넌트를 다시 그리며 removeNode함수를 여러 번 호출하는 것보다 처리속도가 빠른다.,nodeList	Array	Y	노드가 담긴 1차원 배열,	,,,2.0_1.3332B.20130827.141857,5.0_5.4811B.20230203.095105
5705,method,WebSquare.uiplugin.treeview,setCustomFormatter,사용자가 지정한 함수를 treeview의 node를 돌면서 각각 한번씩 호출합니다.,"userFunction	Function	Y	초기에 세팅된 label값, formattedLabel, node를 각각 인자로 받아 formattedLabel 반환하는 사용자 함수",	,,"<xmp  class='js sample'> treeview에서 number, 1, 5, date, 20130530, 05302013, test, test0의 value는 ""n0,n1,n2,d0,d1,d2,t0,t1"" 이라고 할 때,
     -[-] number 
     - │ [+] 1
     - │ [+] 5  
     -[-] date 
     - └─ [+] 20130530
     - └─ [+] 05302013
     -[-] test
     - └─ [+] test0
     -[-] dummy

 number의 하위 노드는 빨간색, date의 하위 노드는 노란색, test의 하위 노드는 회색, 그 외는 녹색으로 스타일을 변경하고자 할 때는 아래와 같이 하면 된다.
 var myCustomFormatter = function(orgLabel, formattedLabel, node){ 
    if(node.value.indexOf(""n"") >=0) { this.setLabelStyle(node.index, 'color', 'red', false);}
    else if(node.value.indexOf(""d"") >= 0) { this.setLabelStyle(node.index, 'color', 'yellow', false);}
    else if(node.value.indexOf(""t"") >= 0) { this.setLabelStyle(node.index, 'color', 'gray', false);}
    else { this.setLabelStyle(node.index, 'color', 'green', false);}
    return formattedLabel;
  }
 treeview1.setCustomFormatter(myCustomFormatter);</xmp>",2.0_1.3086B.20130607.174758,5.0_5.4811B.20230203.095105
5706,method,WebSquare.uiplugin.treeview,setEventPause,지정한 이벤트를 중단함. (웹스퀘어 컴포넌트 공통.),"evList	String	N	중단할 이벤트 목록. (null을 지정할 경우 해당 컴포넌트의 모든 사용자 이벤트가 중단되거나 중단 해제됨.)
flag	Boolean	Y	이벤트 중단 여부. <br />
<xmp class='js description'>true: 중단
false: 중단 해제.</xmp>",	,,"<xmp  class='js sample'>// (예제 1)
// onclick 이벤트를 중단. 
input1.setEventPause(""onclick"", true); 

// (예제 2)
// onfocus 및 onblur 이벤트의 중단을 해제.
input1.setEventPause(""onfocus,onblur"", false); 

// (예제 3)
// input1에 등록된 모든 사용자 이벤트를 중단.
input1.setEventPause(null, true);</xmp>",5.0_1.1437A.20141127.170713,5.0_5.4811B.20230203.095105
5707,method,WebSquare.uiplugin.treeview,setInitStyle,컴포넌트의 초기 스타일을 복구한다. initStyle 속성을 true로 설정한 컴포넌트만 유효하게 동작한다 (웹스퀘어 컴포넌트 공통.),property	String	N	CSS 속성 (지정하지 않으면 모든 속성의 초기 값으로 복구.),	,,"<xmp  class='js sample'>// (예제)
group1.setInitStyle();</xmp>",5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
5708,method,WebSquare.uiplugin.treeview,setLabelByIndex,노드의 index를 기반으로 label을 변경한다.<br />index값은 초기 로딩 시 설정 된 노드의 index로 1부터 시작한다.,"index	Number	Y	노드의 index
label	String	Y	새로 설정할 label의 값",	,,"<xmp  class='js sample'>//노드의 위치가 변경되지 않은 최상위 노드의 label을 변경하고자 할 때
treeview1.setLabelByIndex(1,""즐겨찾기"");</xmp>",2.0_1.3260B.20130812.175556,5.0_5.4811B.20230203.095105
5709,method,WebSquare.uiplugin.treeview,setLabelByValue,노드의 value를 기반으로 label을 변경한다.,"value	String	Y	노드의 value
label	String	Y	새로 설정할 label의 값",	,,"<xmp  class='js sample'>//value가 ""m1""인 노드의 label을 변경
treeview1.setLabelByValue(""m1"",""즐겨찾기"");</xmp>",2.0_1.3260B.20130812.175556,5.0_5.4811B.20230203.095105
5710,method,WebSquare.uiplugin.treeview,setLabelStyle,"해당 node의 label style(node의 글자색, 글자크기, 글꼴 등)을 변경합니다.","index	Number||String	Y	노드의 index 또는 value
styleName	String	Y	style의 속성명
styleValue	String	Y	style 속성값
applyChildNodes	Boolean	N	[default:false, true]하위노드 적용 여부",	,,"<xmp  class='js sample'>//value가 ""menu1-1""인 노드의 label의 글자색을 ""orange""로 변경할 경우
treeview1.setLabelStyle( ""menu1-1"", ""color"", ""orange"" );</xmp>",2.0_1.3086B.20130607.174758,5.0_5.4811B.20230203.095105
5711,method,WebSquare.uiplugin.treeview,setNodeSet,treeView와 연동된 dataList를 다른 dataList로 변경한다.,"nodeset	String	Y	변경할 dataList id. ""data:""을 prefix로 붙여야 한다.
columnInfo	JSON	N	label, value, depth, checkbox, folder 속성을 포함한 JSON 객체 <br />
<xmp class='js description'><JSON> columnInfo.label : treeview의 label 속성과 연동할 새로운 dataList column의 id
<JSON> columnInfo.value : treeview의 value 속성과 연동할 새로운 dataList column의 id
<JSON> columnInfo.depth : treeview의 depth 속성과 연동할 새로운 dataList column의 id
<JSON> columnInfo.checkbox : treeview의 checkbox 속성과 연동할 새로운 dataList column의 id
<JSON> columnInfo.folder : treeview의 folder 속성과 연동할 새로운 dataList column의 id</xmp>",	,,"// 새로운 dataList의 아이디가 dataList1인 경우
<xmp  class='js sample'> var columnInfo={};
 columnInfo.label    = ""newVal""   // dataList의 column id가 newVal
 columnInfo.value    = ""newLab""   // dataList의 column id가 newLab
 columnInfo.depth    = ""newDep""   // dataList의 column id가 newDep
 columnInfo.checkbox = ""newChk""   // dataList의 column id가 newChk
 columnInfo.folder   = ""newFol""   // dataList의 column id가 newFol
 treeview1.setNodeSet( ""data:dataList1"" , columnInfo ); // treeView의 id가 treeview1 인경우 API 호출</xmp>",5.0_1.2523B.20170220.174832,5.0_5.4811B.20230203.095105
5712,method,WebSquare.uiplugin.treeview,setOpacity,웹스퀘어 컴포넌트의 불투명도를 설정. (웹스퀘어 컴포넌트 공통.)<br />엔진 내부적으로 CSS 속성인 opacity(불투명도)를 설정.,value	Number	Y	Opacity 값 (0과 1 사이의 실수),	,,"<xmp  class='js sample'>// (예제) 불투명도를 0.45로 설정
componentId.setOpacity(0.45);</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5713,method,WebSquare.uiplugin.treeview,setPosition,"웹스퀘어 컴포넌트의 위치(left, top)를 설정. (웹스퀘어 컴포넌트 공통.)","left	Number	Y	설정할 left 위치 값 또는 null.
top	Number	Y	설정할 top 위치 값 또는 null.
mode	String	N	위치 설정 방법. [default: absolute, delta] <br />
<xmp class='js description'>absolute: 입력된 값을 위치로 설정.
delta: 현재 위치에 입력된 left 및 top 값을 추가.</xmp>",	,,"<xmp  class='js sample'>// (예제) 컴포넌트의 top만 100px로 설정.
componentId.setPosition(null, 100);</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5714,method,WebSquare.uiplugin.treeview,setReadOnly,웹스퀘어 컴포넌트의 readOnly 속성을 설정. (웹스퀘어 컴포넌트 공통.),"readOnly	Boolean	Y	readOnly 속성 활성화 여부. ( ""true"" : 활성화, ""false"" : 비활성화)",	,,"<xmp  class='js sample'>// 컴포넌트의 readOnly 속성을 true로 설정하는 예.
componentId.setReadOnly(true);</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5715,method,WebSquare.uiplugin.treeview,setShowCheckBox,showCheckbox 값을 동적으로 설정,,	,,,5.0_2.2964B.20180202.163500,5.0_5.4811B.20230203.095105
5716,method,WebSquare.uiplugin.treeview,setSize,"웹스퀘어 컴포넌트의 크기(width, height)를 설정. (웹스퀘어 컴포넌트 공통.)","width	Number	Y	새로 설정할 컴포넌트의 width 값 또는 null
height	Number	Y	새로 설정할 컴포넌트의 height 값 또는 null",	,,"<xmp  class='js sample'>// (예제) 컴포넌트의 height만 100px로 설정.
componentId.setSize(null,100);</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5717,method,WebSquare.uiplugin.treeview,setStyle,웹스퀘어 컴포넌트의 CSS 속성을 설정. (웹스퀘어 컴포넌트 공통.),"propertyName	String	Y	설정할 CSS 속성
value	String	Y	해당 CSS 속성에 적용할 값",	,,"<xmp  class='js sample'>// (예제 1) 컴포넌트의 width를 200px로 설정
componentId.setStyle(""width"", ""200px"");

// (예제 2) 배경색을 olive로 변경
componentId.setStyle(""background-color"",""olive"");</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5718,method,WebSquare.uiplugin.treeview,setUserData,"웹스퀘어 컴포넌트에 임의의 데이터를 설정. (웹스퀘어 컴포넌트 공통.) <br />컴포넌트에 설정 가능한 key를 입력해야 함. 설정 가능한 key가 아닌 경우, 해당 내용이 로그에 출력됨.","key	String	Y	설정할 데이터의 key
value	String	Y	설정한 데이터의 value",	,,"<xmp  class='js sample'>// 컴포넌트에 'data'라는 key로 'WebSquare'라는 value를 설정하는 예제.

componentId.setUserData(""data"", ""WebSquare"");

// 컴포넌트에 설정이 불가능한 key를 임력할 경우, key 설정이 불가능. 
 
componentId.setUserData(""title"", ""WebSquare"");
// 아래와 같이 로그가 출력됨. 
// !!!WARNING - [title] can't be defined as UserData.</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5719,method,WebSquare.uiplugin.treeview,setValueByIndex,노드의 index 기반으로 value을 변경한다.,"index	String	Y	노드의 index
value	String	Y	새로 설정할 value의 값",	,,"<xmp  class='js sample'>//index가 2인 노드의 value를 변경
treeview1.setValueByIndex(2,""즐겨찾기"");</xmp>",5.0_1.2722A.20170731.103905,5.0_5.4811B.20230203.095105
5720,method,WebSquare.uiplugin.treeview,show,"웹스퀘어 컴포넌트를 화면에 표시. (웹스퀘어 컴포넌트 공통.)<br />CSS display 속성을 주어진 값으로 설정하고 ""visibility: show;""를 적용.","displayType	String	N	적용할 CSS display 속성의 값.   <br />
<xmp class='js description'>block : display: block;을 적용. (기본 값)
inline : display: inline;을 적용.
none : display: none;을 적용.
"""" : show 수행 이전의 display 속성 값으로 복구.</xmp>",	,,"<xmp  class='js sample'>// (예제) display: block; CSS를 설정.
componentId.show();  

// (예제) 위제 설정한 display 속성 값을 취소하고 원래의 display 값을 복구.
componentId.show("""");</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5721,method,WebSquare.uiplugin.treeview,spanAll,openCloseFlag에 따라서 모든 자식 노드를 span시켜 준다.,openCloseFlag	boolean	Y	자식 노드를 접을지 확장할 지의 여부,	,,"<xmp  class='js sample'>//자식 노드들을 모두 접는다.
treeview1.spanAll(false);

//자식 노드들을 모두 확장한다. 
treeview1.spanAll(true);</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5722,method,WebSquare.uiplugin.treeview,spanNode,옵션에 해당하는 node를 span시켜 준다.,"nodeIndex	String	Y	노드의 index
openCloseFlag	boolean	Y	노드를 접을지 확장할 지의 여부
applyChildNodes	boolean	Y	child 노드까지 같이 확장할 지의 여부",	,,"<xmp  class='js sample'>//nodeIndex 1에 해당하는 노드를 토글한다
treeview1.spanNode(1);

//nodeIndex 1에 해당하는 노드를 접는다 
treeview1.spanNode(1, false);

//nodeIndex 1에 해당하는 노드를 확장한다
treeview1.spanNode(1, true);

//nodeIndex 1에 해당하는 노드와 자식노드까지 접는다
treeview1.spanNode(1, false, true);

//nodeIndex 1에 해당하는 노드와 자식노드까지 확장한다
treeview1.spanNode(1, true, true);

//nodeDepth 2에 해당하는 노드를 토글한다.
treeview1.spanNode({depth:2});

//nodeDepth 2에 해당하는 노드를 접는다.
treeview1.spanNode({depth:2}, false);

//nodeDpeth 2에 해당하는 노드와 자식노드까지 확장한다
treeview1.spanNode({depth:2, applyChildNodes:true}, true);</xmp>",5.0_1.2206A.20160624.120310,5.0_5.4811B.20230203.095105
5723,method,WebSquare.uiplugin.treeview,toggleClass,"웹스퀘어 컴포넌트에서 특정 class를 제거하거나 추가. (웹스퀘어 컴포넌트 공통.)<br />웹스퀘어 컴포넌트가 파라미터로 주어진 class를 포함한 경우, 해당 class를 제거. <br />웹스퀘어 컴포넌트에 파라미터로 주어진 class가 없는 경우, 해당 class를 추가. <br />기본적으로 addClass를 통해 추가된 class만 삭제 가능. <br />웹스퀘어 컴포넌트의 속성으로 직접 정의된 class를 삭제하기 위해서는 config.xml 파일에 아래 설정을 추가. 
<xmp  class='js sample'> // config.xml 파일에 아래 설정 추가
 <style><removeDefaultClass value=""true"" /></style></xmp>",className	String	Y	추가/삭제할 class,	,,"<xmp  class='js sample'>// inputBox 컴포넌트에 class가 속성으로 직접 정의됨.
<xf:input id=""input1"" style=""position: relative;width: 144px;height: 21px;"" class=""tmpInputClass""></xf:input>

//config.xml 파일에 아래를 추가.
<style>
    <removeDefaultClass value=""true"" />
</style>

// tmpInputClass class를 삭제.
input1.toggleClass(""tmpInputClass"");

// (위에서 삭제된) tmpInputClass class를 다시 추가.
input1.toggleClass(""tmpInputClass"");</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5724,method,WebSquare.uiplugin.treeview,trigger,컴포넌트에서 특정 이벤트를 발생시킴. (웹스퀘어 컴포넌트 공통.),"type	String	Y	발생시킬 이벤트
array	Array	N	이벤트 핸들러에 전달할 파라미터 배열",	,,"<xmp  class='js sample'>// (예제 1)
// input1 컴포넌트에 onclick 이벤트를 발생시킴.
input1.trigger(""onclick"");

// (예제 2)
// input1에 onviewchange 이벤트를 발생시키고 핸들러 함수에 (1,2) 인자를 전달하여 호출.
input1.trigger(""onviewchange"", [1,2]);</xmp>",2.0_1.4441B.20141010.114554,5.0_5.4811B.20230203.095105
5725,method,WebSquare.uiplugin.treeview,unbind,컴포넌트에서 이벤트를 제거. (웹스퀘어 컴포넌트 공통.),"type	String	N	제거할 이벤트. (생략할 경우 해당 컴포넌트의 모든 이벤트를 제거.)
function	Function	N	제거할 이벤트의 핸들러 함수. (생략할 경우 해당 위에 지정한 이벤트에 등록된 모든 핸들러 함수를 제거.)",	,,"<xmp  class='js sample'>// (예제 1)
// input1에 등록된 모든 이벤트를 제거.
input1.unbind();

// (예제 2)
// input1의 onviewchange 이벤트에 대한 모든 핸들러 함수를 제거.
input1.unbind(""onviewchange"");

// (예제 3)
// input1의 onviewchange 이벤트에 대한 func1 이벤트 핸들러 함수를 제거.
input1.unbind(""onviewchange"", func1);</xmp>",2.0_1.4441B.20141010.114554,5.0_5.4811B.20230203.095105
5726,method,WebSquare.uiplugin.treeview,visible,[deprecated] <br />show/hide 혹은 setStyle 사용을 권장.<br />엔진 내부적으로 CSS visibility 속성을 설정.,"flag	Boolean	Y	설정할 CSS visibility 속성 값 <br />
<xmp class='js description'>true : visibility: visible;
false : visibility: hidden;</xmp>",	,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5727,event,WebSquare.uiplugin.treeview,onchange,선택된 노드가 변경될 경우 발생한다.,"oldNode	node	이전 노드
newNode	node	현재 선택된 노드",,,"<xmp  class='js sample'>ev:event=""onchange(oldNode,newNode)"" 로 인자가 정의된 경우,
 newNode.label , newNode.value를 통해 getSelectedLabel(), getSelectedValue()를 대체가능
 Node에 모든정보가 담겨져있어 필요한정보만 가져다 쓰면됩니다.</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5728,event,WebSquare.uiplugin.treeview,oncheckboxclick,Checkbox가 클릭된 경우 발생,"value	String	클릭된 node의 value
node	Object	클릭된 node object (treeview의 useXML 속성을 true로 설정하면 xml로 반환됨.)
<xmp  class='js sample'><Boolean>   node.checked    :   checkbox의 check여부
<Number>    node.depth      :   노드의 depth
<Number>    node.dpethIndex :   부모 노드를 기준으로 한 index
<Number>    node.index      :   전체 노드를 기준으로 한 index
<String>    node.label      :   노드의 label
<String>    node.value      :   노드의 value
<Object>    node.parentNode :   부모 노드 객체</xmp>
index	String	클릭된 node의 index",,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5729,event,WebSquare.uiplugin.treeview,onclick,"label, checkbox, icon, toggle버튼(+,-버튼)을 클릭했을 때 발생한다.",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5730,event,WebSquare.uiplugin.treeview,ondblclick,label을 더블클릭했을 때 발생한다,,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5731,event,WebSquare.uiplugin.treeview,ondragleave,useDrag속성이 true이고 drag하는 도중에 마우스 위치가 노드의 순수 label영역(icon영역 미포함)을 벗어난 경우 발생한다.,e	Object	이벤트(e),,,,2.0_1.3332B.20130827.141857,5.0_5.4811B.20230203.095105
5732,event,WebSquare.uiplugin.treeview,ondragover,useDrag속성이 true이고 drag하는 도중에 마우스의 위치가 노드의 위에 있을 때 발생한다.,"dragNode	Object	drag중인 treeview의 node
dropNode	Object	dragover된 위치에 해당하는 treeview의 node
dragControl	Object	drag가 발생한 treeview component 객체. 일반적으로 dragControl = this;
dropControl	Object	drop된 위치에 해당하는 treeview component 객체.
e	Object	이벤트(e)",,,,2.0_1.3332B.20130827.141857,5.0_5.4811B.20230203.095105
5733,event,WebSquare.uiplugin.treeview,ondrop,useDrag속성이 true이고 다른 treeview의 노드가 drag되어 본 treeview의 노드 위에서 drop 되었을 때 발생한다.,"dragNode	Object	drag중인 treeview의 노드
<xmp  class='js sample'><String>    dragNode.label  :   drag된 노드의 label
<String>    dragNode.value  :   drag된 노드의 value
<String>    dragNode.depth  :   drag된 노드의 depth
<Object>    dragNode.element    :   drag된 노드의 element객체</xmp>
dropNode	Object	drop된 위치에 해당하는 treeview의 노드
<xmp  class='js sample'><String>    dropNode.label  :   drop된 노드의 label
<String>    dropNode.value  :   drop된 노드의 value
<String>    dropNode.depth  :   drop된 노드의 depth
<Object>    dropNode.element    :   drop된 노드의 element객체</xmp>
dragControl	TreeView	drag가 발생한 treeview 객체
dropControl	TreeView	drop된 위치에 해당하는 treeview 객체로 이벤트 안에서의 this와 같다
e	Object	이벤트(e)",,,"<xmp  class='js sample'>//drag된 노드를 drop된 노드 하위로 추가하고 drag된 노드는 삭제할 경우 (useDrag속성을 true로 설정 후 로직을 구현한다)
<script ev:event=""ondrop(dragNode,dropNode,dragControl,dropControl,e)""type=""javascript""><![CDATA[   
    //현재의 treeview에 drag된 노드 추가
    this.appendNode(dropnode,dragnode); //this 대신 dropControl로 접근해도 된다 

    //drag가 발생한 treeview의 drag된 노드 삭제
    dragControl.removeNode( dragnode );
]]></script></xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
